symbol,sector
MHRIL,Auto
MIDHANI,Metal
MIDWESTLTD,Metal
MINDACORP,Auto
MINDTECK,IT
MIRZAINT,Auto
MITTAL,Auto
MKPL,FMCG
MMFL,Infrastructure
MMP,Metal
MMTC,Infrastructure
MOBIKWIK,IT
MODIRUBBER,Realty
MODIS,Realty
MODTHREAD,Auto
MOHITIND,Auto
MOIL,Metal
MOKSH,Auto
MOL,Metal
MOLDTECH,Infrastructure
MOLDTKPAC,Auto
MONARCH,Bank
MONEYBOXX,Bank
MONTECARLO,Auto
MOREPENLAB,Pharma
MOSCHIP,IT
MOTHERSON,Auto
MOTILALOFS,Bank
MOTISONS,Auto
MPHASIS,IT
MPSLTD,Media
MRF,Auto
MRPL,Energy
MSPL,Metal
MSTCLTD,Infrastructure
MSUMI,Auto
MTNL,Media
MUFIN,Bank
MUFTI,Auto
MUKANDLTD,Metal
MUKKA,FMCG
MUNJALAU,Auto
MUNJALSHOW,Auto
MURUDCERA,Infrastructure
MUTHOOTCAP,Bank
MUTHOOTFIN,Bank
MUTHOOTMF,Bank
MVGJL,Auto
MWL,Metal
NACLIND,Metal
NAGREEKEXP,Auto
NAHARCAP,Bank
NAHARINDUS,Auto
NAHARPOLY,Auto
NAM-INDIA,Bank
NARMADA,Metal
NATCAPSUQ,Pharma
NATCOPHARM,Pharma
NATHBIOGEN,Metal
NATIONALUM,Metal
NATIONSTD,Unmapped
NAUKRI,Media
NAVA,Infrastructure
NAVINFLUOR,Metal
NAVKARCORP,Infrastructure
NAVNETEDUL,Media
NAZARA,Media
NBCC,Infrastructure
NBIFIN,Bank
NCC,Infrastructure
NCLIND,Metal
NDGL,Bank
NDL,Auto
NDLVENTURE,Media
NDRAUTO,Auto
NDTV,Media
NEAGI,Unmapped
NELCAST,Infrastructure
NELCO,IT
NEOGEN,Metal
NEPHROPLUS,Pharma
NESCO,Infrastructure
NESTLEIND,FMCG
NETWEB,IT
NETWORK18,Media
NEULANDLAB,Pharma
NEWGEN,IT
NEXTMEDIA,Media
NFL,Metal
NGLFINE,Pharma
NH,Pharma
NHPC,Energy
NIACL,Bank
NIBE,Infrastructure
NIBL,Infrastructure
NIITLTD,FMCG
NIITMTS,FMCG
NILAINFRA,Realty
NILASPACES,Realty
NILE,Unmapped
NILKAMAL,Auto
NIPPOBATRY,Infrastructure
NIRAJISPAT,Auto
NIRLON,Realty
NITCO,Infrastructure
NITINSPIN,Auto
NITIRAJ,IT
NITTAGELA,Metal
NIVABUPA,Bank
NKIND,FMCG
NLCINDIA,Energy
NMDC,Metal
NOCIL,Metal
NORBTEAEXP,FMCG
NORTHARC,Bank
NOVARTIND,Pharma
NPST,IT
NRAIL,Metal
NRBBEARING,Auto
NSIL,Bank
NSLNISP,Metal
NTPC,Energy
NTPCGREEN,Energy
NUCLEUS,IT
NURECA,Pharma
NUVAMA,Bank
NUVOCO,Metal
NYKAA,Auto
OAL,Metal
OBCL,Infrastructure
OBEROIRLTY,Realty
OFSS,IT
OIL,Energy
OLAELEC,Auto
OLECTRA,Infrastructure
OMAXE,Realty
OMINFRAL,Infrastructure
OMNI,Infrastructure
OMPOWER,Infrastructure
ONEPOINT,Infrastructure
ONESOURCE,Pharma
ONGC,Energy
ONWARDTEC,IT
OPTIEMUS,IT
ORCHASP,IT
ORCHPHARMA,Pharma
ORICONENT,Auto
ORIENTALTL,Infrastructure
ORIENTBELL,Infrastructure
ORIENTCEM,Metal
ORIENTCER,Metal
ORIENTELEC,Auto
ORIENTHOT,Auto
ORIENTLTD,Auto
ORIENTPPR,Metal
ORIENTTECH,IT
ORISSAMINE,Metal
ORKLAINDIA,FMCG
OSWALGREEN,Bank
OSWALPUMPS,Infrastructure
OSWALSEEDS,Metal
PACEDIGITK,IT
PAGEIND,Auto
PAISALO,Bank
PAKKA,Metal
PALASHSECU,FMCG
PANACEABIO,Pharma
PANAMAPET,Energy
PANSARI,Realty
PAR,Pharma
PARACABLES,IT
PARADEEP,Metal
PARAGMILK,FMCG
PARAS,Infrastructure
PARASPETRO,Auto
PARKHOSPS,Pharma
PARKHOTELS,Auto
PASHUPATI,Auto
PATANJALI,FMCG
PATELENG,Infrastructure
PATELRMART,Auto
PAUSHAKLTD,Metal
PAVNAIND,Auto
PAYTM,IT
PCBL,Metal
PCJEWELLER,Auto
PDMJEPAPER,Metal
PDSL,Infrastructure
PENIND,Infrastructure
PERSISTENT,IT
PETRONET,Energy
PFC,Bank
PFIZER,Pharma
PFOCUS,Media
PFS,Bank
PGEL,IT
PGHH,FMCG
PGHL,Pharma
PGIL,Auto
PHOENIXLTD,Realty
PICCADIL,FMCG
PIDILITIND,Metal
PIGL,Infrastructure
PIIND,Metal
PILANIINVS,Bank
PINELABS,IT
PIONEEREMB,Auto
PIONRINV,Unmapped
PIRAMALFIN,Bank
PITTIENG,Infrastructure
PIXTRANS,Infrastructure
PKTEA,FMCG
PLASTIBLEN,Metal
PLATIND,Metal
PML,Unmapped
PNB,PSU Bank
PNBGILTS,Bank
PNBHOUSING,Bank
PNC,Media
PNCINFRA,Infrastructure
PNGJL,Auto
PNGSREVA,Auto
POCL,Metal
PODDARMENT,Metal
POKARNA,Infrastructure
POLICYBZR,Bank
POLYCAB,Infrastructure
POLYMED,Pharma
POLYPLEX,Metal
PONNIERODE,FMCG
POONAWALLA,Bank
POWERGRID,Energy
POWERICA,Infrastructure
POWERINDIA,Infrastructure
POWERMECH,Infrastructure
PPLPHARMA,Pharma
PRABHA,Energy
PRAENG,Realty
PRAJIND,Infrastructure
PRAKASH,Metal
PRAKASHSTL,Metal
PRAVEG,Unmapped
PRECAM,Auto
PRECOT,Auto
PRECWIRE,Infrastructure
PREMCO,Unmapped
PREMEXPLN,Metal
PREMIERENE,IT
PREMIERPOL,Metal
PRESTIGE,Realty
PRICOLLTD,Auto
PRIMESECU,Bank
PRIMO,Metal
PRINCEPIPE,Infrastructure
PRIVISCL,Metal
PROSTARM,Infrastructure
PROTEAN,IT
PROZONER,Realty
PRSMJOHNSN,Metal
PRUDENT,Bank
PSB,PSU Bank
PSPPROJECT,Infrastructure
PTC,Energy
PTCIL,Infrastructure
PTL,Realty
PUNJABCHEM,Metal
PURVA,Realty
PVP,Infrastructure
PVRINOX,Media
PVSL,Auto
PWL,FMCG
PYRAMID,Auto
QMSMEDI,Pharma
QUADFUTURE,Infrastructure
QUESS,Infrastructure
QUINT,Unmapped
RACE,Infrastructure
RACLGEAR,Auto
RADAAN,Media
RADHIKAJWE,Auto
RADIANTCMS,Infrastructure
RADICO,FMCG
RADIOCITY,Media
RAILTEL,Media
RAIN,Metal
RAINBOW,Pharma
RAJMET,Metal
RAJPALAYAM,Unmapped
RAJRATAN,Metal
RAJSREESUG,FMCG
RAJTV,Media
RALLIS,Metal
RAMANEWS,FMCG
RAMAPHO,Metal
RAMBHAJO,Auto
RAMCOCEM,Metal
RAMCOIND,Infrastructure
RAMCOSYS,IT
RAMKY,Infrastructure
RAMRAT,Infrastructure
RANASUG,FMCG
RANEHOLDIN,Auto
RATEGAIN,IT
RATNAMANI,Metal
RATNAVEER,Metal
RAYMOND,Infrastructure
RAYMONDLSL,Auto
RAYMONDREL,Realty
RBA,Auto
RBLBANK,Bank
RBZJEWEL,Auto
RCF,Metal
RECLTD,Bank
REDINGTON,IT
REDTAPE,Auto
REFEX,Energy
REGENCERAM,Infrastructure
RELAXO,Auto
RELCHEMQ,Auto
RELIABLE,IT
RELIANCE,Energy
RELIGARE,Bank
RELTD,IT
REMSONSIND,Auto
RENUKA,FMCG
REPCOHOME,Bank
REPRO,Infrastructure
RESPONIND,Metal
RETAIL,FMCG
RGL,Auto
RHETAN,Metal
RHIM,Infrastructure
RHL,Auto
RICOAUTO,Auto
RIIL,Infrastructure
RIR,IT
RISHABH,IT
RITCO,Infrastructure
RITES,Infrastructure
RKDL,FMCG
RKEC,Infrastructure
RKFORGE,Infrastructure
RKSWAMY,Media
RMC,Infrastructure
RMDRIP,Infrastructure
RML,Auto
RNBDENIMS,Auto
ROHLTD,Auto
ROLEXRINGS,Infrastructure
ROML,FMCG
ROSSARI,Metal
ROSSELLIND,Infrastructure
ROSSTECH,Infrastructure
ROTO,Infrastructure
ROUTE,Media
RPEL,Metal
RPGLIFE,Pharma
RPOWER,Energy
RPPINFRA,Infrastructure
RPPL,Auto
RPSGVENT,IT
RPTECH,IT
RRIL,Unmapped
RRKABEL,Infrastructure
RSDFIN,Unmapped
RSL,Metal
RSYSTEMS,IT
RTNINDIA,Auto
RTNPOWER,Energy
RUBFILA,Metal
RUBICON,Pharma
RUCHINFRA,Infrastructure
RUCHIRA,Metal
RUPA,Auto
RUSHIL,Auto
RUSTOMJEE,Realty
RVHL,Realty
RVNL,Infrastructure
RVTH,Infrastructure
S&SPOWER,Infrastructure
SAATVIKGL,IT
SABEVENTS,Media
SADBHAV,Infrastructure
SAFARI,Auto
SAGARDEEP,Metal
SAGCEM,Metal
SAGILITY,Pharma
SAHLIBHFI,Bank
SAHYADRI,Infrastructure
SAIL,Metal
SAILIFE,Pharma
SAIPARENT,Pharma
SAKAR,Pharma
SAKHTISUG,FMCG
SAKSOFT,IT
SALASAR,Metal
SALONA,Auto
SALZERELEC,Infrastructure
SAMBHAAV,Media
SAMBHV,Metal
SAMHI,Auto
SAMMAANCAP,Bank
SAMPANN,Metal
SANATHAN,Auto
SANDESH,Media
SANDHAR,Auto
SANDUMA,Metal
SANGAMIND,Auto
SANGHVIMOV,Infrastructure
SANOFI,Pharma
SANOFICONR,Pharma
SANSERA,Auto
SANSTAR,Metal
SAPPHIRE,Auto
SAPPL,Unmapped
SARDAEN,Metal
SAREGAMA,Media
SARLAPOLY,Auto
SASKEN,IT
SATIA,Metal
SATIN,Bank
SAURASHCEM,Metal
SAYAJIHOTL,Auto
SBC,Infrastructure
SBCL,Infrastructure
SBFC,Bank
SBGLP,Realty
SBICARD,Bank
SBIFUNDS,Bank
SBILIFE,Bank
SBIN,PSU Bank
SCANSTL,Unmapped
SCHAEFFLER,Auto
SCHAND,Media
SCHNEIDER,Infrastructure
SCI,Infrastructure
SCILAL,Realty
SCODATUBES,Metal
SCPL,FMCG
SDBL,FMCG
SEAMECLTD,Infrastructure
SECMARK,Infrastructure
SECURKLOUD,IT
SEDEMAC,Auto
SEIL,Unmapped
SELMC,Auto
SENCO,Auto
SENORES,Pharma
SEPC,Infrastructure
SERVOTECH,Infrastructure
SESHAPAPER,Metal
SETL,Infrastructure
SFL,Auto
SGFIN,Bank
SGIL,Infrastructure
SGL,Auto
SGMART,Infrastructure
SHADOWFAX,Infrastructure
SHAH,Metal
SHAHALLOYS,Metal
SHAILY,Metal
SHAKTIPUMP,Infrastructure
SHALBY,Pharma
SHALPAINTS,Metal
SHANKARA,Auto
SHANTI,FMCG
SHANTIGEAR,Infrastructure
SHANTIGOLD,Auto
SHARDACROP,Metal
SHARDAMOTR,Auto
SHAREINDIA,Bank
SHBAJRG,Unmapped
SHILCTECH,Infrastructure
SHILPAMED,Pharma
SHINDL,Unmapped
SHIVATEX,Auto
SHIVAUM,Metal
SHK,Metal
SHOPERSTOP,Auto
SHRADHA,Realty
SHREDIGCEM,Metal
SHREECEM,Metal
SHREEJISPG,Infrastructure
SHREEPUSHK,Metal
SHREERAMA,Auto
SHREYANIND,Metal
SHRIKRISH,Unmapped
SHRINGARMS,Auto
SHRIPISTON,Auto
SHRIRAMFIN,Bank
SHRIRAMPPS,Realty
SHYAMMETL,Metal
SICAGEN,Metal
SICALLOG,Infrastructure
SIEMENS,Infrastructure
SIGIND,Infrastructure
SIGMA,IT
SIGNATURE,Realty
SIGNPOST,Media
SIKA,Unmapped
SIKKO,Metal
SIL,Auto
SILGO,Auto
SILINV,Bank
SILLYMONKS,Media
SILVERTUC,IT
SIMPLEXINF,Infrastructure
SINCLAIR,Auto
SINDHUTRAD,Infrastructure
SINGERIND,Unmapped
SINTERCOM,Auto
SIRCA,Metal
SIS,Infrastructure
SIYSIL,Auto
SJS,Auto
SJVN,Energy
SKFINDIA,Infrastructure
SKFINDUS,Infrastructure
SKIPPER,Infrastructure
SKMEGGPROD,FMCG
SKYGOLD,Auto
SMARTWORKS,Realty
SMCGLOBAL,Bank
SMLMAH,Auto
SMLT,Infrastructure
SMSPHARMA,Pharma
SNOWMAN,Infrastructure
SOBHA,Realty
SOLARA,Pharma
SOLARINDS,Metal
SOLARWORLD,IT
SOLEX,IT
SOMANYCERA,Infrastructure
SOMATEX,Auto
SOMICONVEY,Infrastructure
SONACOMS,Auto
SONAL,Unmapped
SONAMLTD,Auto
SONATSOFTW,IT
SOTL,Metal
SOUTHBANK,Bank
SOUTHWEST,Energy
SPAL,Auto
SPANDANA,Bank
SPARC,Pharma
SPCENET,Bank
SPECIALITY,Auto
SPECTRUM,Infrastructure
SPENCERS,Auto
SPIC,Metal
SPLIL,Auto
SPLPETRO,Metal
SPMLINFRA,Infrastructure
SPORTKING,Auto
SRD,Metal
SREEL,Auto
SRF,Infrastructure
SRGHFL,Bank
SRHHYPOLTD,Metal
SRM,Infrastructure
SRTL,Auto
SSDL,Auto
SSWL,Auto
STALLION,Metal
STANLEY,Auto
STAR,Pharma
STARCEMENT,Metal
STARHEALTH,Bank
STARPAPER,Metal
STARTECK,Bank
STCINDIA,Infrastructure
STEELCAS,Metal
STEELCITY,Bank
STEELXIND,Metal
STEL,Bank
STOVEKRAFT,Auto
STUDDS,Auto
STYL,IT
STYLAMIND,Auto
STYRENIX,Metal
SUBROS,Auto
SUDARCOLOR,Metal
SUDARSCHEM,Metal
SUDEEPPHRM,Pharma
SUKHJITS,Metal
SULA,FMCG
SUMEETINDS,Auto
SUMICHEM,Metal
SUMMITSEC,Bank
SUNCLAY,Infrastructure
SUNDARAM,Metal
SUNDARMFIN,Bank
SUNDRMFAST,Auto
SUNDROP,FMCG
SUNFLAG,Metal
SUNPHARMA,Pharma
SUNTECK,Realty
SUNTV,Media
SUPERHOUSE,Auto
SUPRAJIT,Auto
SUPREME,Realty
SUPREMEIND,Infrastructure
SUPREMEINF,Infrastructure
SUPRIYA,Pharma
SURAJEST,Realty
SURAJLTD,Metal
SURAKSHA,Pharma
SURANASOL,IT
SURANAT&P,Energy
SURYALA,Unmapped
SURYALAXMI,Auto
SURYAROSNI,Metal
SURYODAY,Bank
SUVEN,Pharma
SUVIDHAA,IT
SUYOG,Media
SUZLON,Infrastructure
SWANCORP,Infrastructure
SWARAJENG,Auto
SWELECTES,IT
SWIGGY,Auto
SWSOLAR,IT
SYMPHONY,Auto
SYNCOMF,Pharma
SYNGENE,Pharma
SYRMA,IT
TAALTECH,Unmapped
TAINWALCHM,Metal
TAJGVK,Auto
TAKE,Pharma
TALBROAUTO,Auto
TANLA,IT
TARACHAND,Infrastructure
TARAPUR,Infrastructure
TARC,Realty
TARIL,Infrastructure
TARMAT,Infrastructure
TARSONS,Pharma
TASTYBITE,FMCG
TATACAP,Bank
TATACHEM,Metal
TATACOMM,Media
TATACONSUM,FMCG
TATAELXSI,IT
TATAINVEST,Bank
TATAPOWER,Energy
TATASTEEL,Metal
TATATECH,IT
TATVA,Metal
TBOTEK,Auto
TBZ,Auto
TCC,Unmapped
TCI,Infrastructure
TCIEXP,Infrastructure
TCPLPACK,Auto
TCS,IT
TDPOWERSYS,Infrastructure
TEAMGTY,Bank
TEAMLEASE,Infrastructure
TECHM,IT
TECHNOE,Infrastructure
TECHNVISN,Unmapped
TECILCHEM,Bank
TEGA,Infrastructure
TEJASNET,IT
TEMBO,Infrastructure
TENNIND,Auto
TERASOFT,IT
TEXINFRA,Realty
TEXMOPIPES,Infrastructure
TEXRAIL,Infrastructure
TFCILTD,Bank
TFL,Bank
TGBHOTELS,Auto
THAKDEV,Unmapped
THANGAMAYL,Auto
THEINVEST,Bank
THEJO,Infrastructure
THELEELA,Auto
THEMISMED,Pharma
THERMAX,Infrastructure
THOMASCOOK,Auto
THOMASCOTT,Auto
THYROCARE,Pharma
TI,FMCG
TICL,Infrastructure
TIIL,Infrastructure
TIINDIA,Infrastructure
TIJARIA,Infrastructure
TIL,Infrastructure
TIMETECHNO,Auto
TIMEX,Auto
TIMKEN,Infrastructure
TINNARUBR,Metal
TIPSFILMS,Media
TIPSMUSIC,Media
TIRUMALCHM,Metal
TIRUPATIFL,Infrastructure
TITAGARH,Infrastructure
TITAN,Auto
TMB,Bank
TMCV,Auto
TMPV,Auto
TNPETRO,Metal
TNPL,Metal
TNTELE,IT
TOLINS,Auto
TORNTPHARM,Pharma
TORNTPOWER,Energy
TOTAL,Infrastructure
TOUCHWOOD,Media
TPHQ,Infrastructure
TPLPLASTEH,Auto
TRACXN,IT
TRANSPEK,Metal
TRANSRAILL,Infrastructure
TRAVELFOOD,Auto
TREEHOUSE,FMCG
TREJHARA,IT
TREL,Realty
TRENT,Auto
TRF,Infrastructure
TRIDENT,Auto
TRIGYN,IT
TRITURBINE,Infrastructure
TRIVENI,Sugar
TRU,Bank
TRUALT,Energy
TSFINV,Bank
TTKHLTCARE,Pharma
TTKPRESTIG,Auto
TTL,Auto
TTML,Media
TURTLEMINT,Bank
TVSELECT,IT
TVSHLTD,Auto
TVSMOTOR,Auto
TVSSCS,Infrastructure
TVSSRICHAK,Auto
TVTODAY,Media
TVVISION,Media
UBL,FMCG
UCAL,Auto
UCOBANK,PSU Bank
UDS,Infrastructure
UEL,IT
UFBL,Auto
UFLEX,Auto
UFO,Media
UGARSUGAR,FMCG
UGROCAP,Bank
UJJIVANSFB,Bank
ULTRACEMCO,Metal
ULTRAMAR,Metal
UMESLTD,FMCG
UMIYA-MRO,Realty
UNICHEMLAB,Pharma
UNIECOM,IT
UNIENTER,Metal
UNIMECH,Infrastructure
UNIONBANK,PSU Bank
UNIPARTS,Infrastructure
UNITDSPR,FMCG
UNITECH,Realty
UNITEDTEA,FMCG
UNIVCABLES,Infrastructure
UNOMINDA,Auto
UPL,Metal
URBANCO,IT
URJA,IT
USHAMART,Metal
USK,Infrastructure
UTIAMC,Bank
UTKARSHBNK,Bank
UTLSOLAR,IT
UTTAMSUGAR,Sugar
UYFINCORP,Bank
V2RETAIL,Auto
VADILALIND,FMCG
VAIBHAVGBL,Auto
VAKRANGEE,IT
VAML,Metal
VARDMNPOLY,Auto
VARROC,Auto
VASWANI,Metal
VBL,FMCG
VCL,Auto
VEDL,Metal
VEDPOWER,Energy
VEEDOL,Metal
VENKEYS,FMCG
VENTIVE,Auto
VENUSPIPES,Metal
VERANDA,FMCG
VESUVIUS,Infrastructure
VGL,Auto
VGUARD,Infrastructure
VHL,Bank
VIDHIING,Metal
VIDYAWIRES,Infrastructure
VIJAYA,Pharma
VIKASECO,Metal
VIKASLIFE,FMCG
VIKRAMSOLR,IT
VIKRAN,Infrastructure
VIMTALABS,Pharma
VINATIORGA,Metal
VINCOFE,FMCG
VINDHYATEL,Infrastructure
VINNY,Auto
VINYLINDIA,Metal
VIPIND,Auto
VIRINCHI,IT
VISAKAIND,Infrastructure
VISHNU,Metal
VISHWARAJ,FMCG
VISL,Metal
VIVIDHA,Auto
VIYASH,Pharma
VLSFINANCE,Bank
VMART,Auto
VMM,Auto
VOEPL,IT
VOGL,Metal
VOLTAMP,Infrastructure
VOLTAS,Auto
VRAJ,Metal
VRLLOG,Infrastructure
VSSL,Metal
VSTIND,FMCG
VSTL,Metal
VSTTILLERS,Infrastructure
VTL,Auto
WAAREEENER,IT
WAAREEINDO,IT
WAAREERTL,Infrastructure
WABAG,Infrastructure
WAKEFIT,Auto
WALCHANNAG,Infrastructure
WANBURY,Pharma
WCIL,Infrastructure
WEALTH,Bank
WEBELSOLAR,IT
WEIZMANIND,Auto
WEL,Auto
WELCORP,Metal
WELENT,Infrastructure
WELSPLSOL,Unmapped
WELSPUNLIV,Auto
WENDT,Infrastructure
WESTLIFE,Auto
WEWORK,Realty
WHEELS,Auto
WHIRLPOOL,Auto
WILLAMAGOR,Bank
WINDLAS,Pharma
WINDMACHIN,Infrastructure
WIPL,Metal
WIPRO,IT
WOCKPHARMA,Pharma
WONDERLA,Auto
WORTHPERI,Auto
WPIL,Unmapped
WSI,Infrastructure
WSTCSTPAPR,Metal
XCHANGING,IT
XELPMOC,IT
XPROINDIA,Metal
XTGLOBAL,IT
YASHO,Metal
YATHARTH,Pharma
YATRA,Auto
YESBANK,Bank
YUKEN,Infrastructure
ZAGGLE,IT
ZEEL,Media
ZEEMEDIA,Media
ZENITHEXPO,Auto
ZENITHSTL,Metal
ZENSARTECH,IT
ZENTEC,Infrastructure
ZFCVINDIA,Auto
ZFSTEERING,Auto
ZODIACLOTH,Auto
ZOTA,Pharma
ZSARACOM,Unmapped
ZUARI,Metal
ZUARIIND,Infrastructure
ZYDUSLIFE,Pharma
ZYDUSWELL,FMCG
